      Time   Sample #  Type  Sub Chan  Num	Aux
   26:51.588   402897     N    0    0    0
   26:52.240   403060     N    0    0    0
   26:52.888   403222     N    0    0    0
   26:53.548   403387     N    0    0    0
   26:54.208   403552     N    0    0    0
   26:54.864   403716     N    0    0    0
   26:55.508   403877     N    0    0    0
   26:56.164   404041     N    0    0    0
   26:56.812   404203     N    0    0    0
   26:57.464   404366     N    0    0    0
   26:58.116   404529     N    0    0    0
   26:58.780   404695     N    0    0    0
   26:59.432   404858     N    0    0    0
   27:00.080   405020     N    0    0    0
   27:00.744   405186     N    0    0    0
   27:01.396   405349     N    0    0    0
   27:02.052   405513     N    0    0    0
   27:02.708   405677     N    0    0    0
   27:03.368   405842     N    0    0    0
   27:04.028   406007     N    0    0    0
   27:04.688   406172     N    0    0    0
   27:05.360   406340     N    0    0    0
   27:06.028   406507     N    0    0    0
   27:06.712   406678     N    0    0    0
   27:07.404   406851     N    0    0    0
   27:08.088   407022     N    0    0    0
   27:08.768   407192     N    0    0    0
   27:09.440   407360     N    0    0    0
   27:10.084   407521     N    0    0    0
   27:10.728   407682     N    0    0    0
   27:11.388   407847     N    0    0    0
   27:12.028   408007     N    0    0    0
   27:12.676   408169     N    0    0    0
   27:13.304   408326     N    0    0    0
   27:13.944   408486     N    0    0    0
   27:14.608   408652     N    0    0    0
   27:15.276   408819     N    0    0    0
   27:15.932   408983     N    0    0    0
   27:16.584   409146     N    0    0    0
   27:17.248   409312     N    0    0    0
   27:17.920   409480     N    0    0    0
   27:18.592   409648     N    0    0    0
   27:19.276   409819     N    0    0    0
   27:19.684   409921     V    0    0    0
   27:20.620   410155     N    0    0    0
   27:21.288   410322     N    0    0    0
   27:21.960   410490     N    0    0    0
   27:22.616   410654     N    0    0    0
   27:23.256   410814     N    0    0    0
   27:23.916   410979     N    0    0    0
   27:24.564   411141     N    0    0    0
   27:25.196   411299     N    0    0    0
   27:25.840   411460     N    0    0    0
   27:26.488   411622     N    0    0    0
   27:27.120   411780     N    0    0    0
   27:27.740   411935     N    0    0    0
   27:28.368   412092     N    0    0    0
   27:28.996   412249     N    0    0    0
   27:29.624   412406     N    0    0    0
   27:30.264   412566     N    0    0    0
   27:30.916   412729     N    0    0    0
   27:31.552   412888     N    0    0    0
   27:32.184   413046     N    0    0    0
   27:32.820   413205     N    0    0    0
   27:33.476   413369     N    0    0    0
   27:34.128   413532     N    0    0    0
   27:34.776   413694     N    0    0    0
   27:35.428   413857     N    0    0    0
   27:36.064   414016     N    0    0    0
   27:36.692   414173     N    0    0    0
   27:37.112   414278     V    0    0    0
   27:37.980   414495     N    0    0    0
   27:38.604   414651     N    0    0    0
   27:39.208   414802     N    0    0    0
   27:39.828   414957     N    0    0    0
   27:40.456   415114     N    0    0    0
   27:41.080   415270     N    0    0    0
   27:41.732   415433     N    0    0    0
   27:42.396   415599     N    0    0    0
   27:43.052   415763     N    0    0    0
   27:43.720   415930     N    0    0    0
   27:44.388   416097     N    0    0    0
   27:45.060   416265     N    0    0    0
   27:45.732   416433     N    0    0    0
   27:46.412   416603     N    0    0    0
   27:47.108   416777     N    0    0    0
   27:47.796   416949     N    0    0    0
   27:48.464   417116     N    0    0    0
   27:49.148   417287     N    0    0    0
   27:49.832   417458     N    0    0    0
   27:50.508   417627     N    0    0    0
   27:51.192   417798     N    0    0    0
   27:51.868   417967     N    0    0    0
   27:52.524   418131     N    0    0    0
   27:53.176   418294     N    0    0    0
   27:53.824   418456     N    0    0    0
   27:54.480   418620     N    0    0    0
   27:55.140   418785     N    0    0    0
   27:55.796   418949     N    0    0    0
   27:56.464   419116     N    0    0    0
   27:57.132   419283     N    0    0    0
   27:57.812   419453     N    0    0    0
   27:58.492   419623     N    0    0    0
   27:59.176   419794     N    0    0    0
   27:59.848   419962     N    0    0    0
   28:00.520   420130     N    0    0    0
   28:01.196   420299     N    0    0    0
   28:01.856   420464     N    0    0    0
   28:02.524   420631     N    0    0    0
   28:03.204   420801     N    0    0    0
   28:03.604   420901     V    0    0    0
   28:04.556   421139     N    0    0    0
   28:05.224   421306     N    0    0    0
   28:05.880   421470     N    0    0    0
   28:06.524   421631     N    0    0    0
   28:07.164   421791     N    0    0    0
   28:07.816   421954     N    0    0    0
   28:08.468   422117     N    0    0    0
   28:09.136   422284     N    0    0    0
   28:09.808   422452     N    0    0    0
   28:10.496   422624     N    0    0    0
   28:11.184   422796     N    0    0    0
   28:11.860   422965     N    0    0    0
   28:12.540   423135     N    0    0    0
   28:13.208   423302     N    0    0    0
   28:13.876   423469     N    0    0    0
   28:14.544   423636     N    0    0    0
   28:15.216   423804     N    0    0    0
   28:15.880   423970     N    0    0    0
   28:16.532   424133     N    0    0    0
   28:17.188   424297     N    0    0    0
   28:17.836   424459     N    0    0    0
   28:18.480   424620     N    0    0    0
   28:19.124   424781     N    0    0    0
   28:19.772   424943     N    0    0    0
   28:20.424   425106     N    0    0    0
   28:21.096   425274     N    0    0    0
   28:21.760   425440     N    0    0    0
   28:22.420   425605     N    0    0    0
   28:23.088   425772     N    0    0    0
   28:23.748   425937     N    0    0    0
   28:24.420   426105     N    0    0    0
   28:25.084   426271     N    0    0    0
   28:25.740   426435     N    0    0    0
   28:26.412   426603     N    0    0    0
   28:27.084   426771     N    0    0    0
   28:27.752   426938     N    0    0    0
   28:28.436   427109     N    0    0    0
   28:29.112   427278     N    0    0    0
   28:29.796   427449     N    0    0    0
   28:30.472   427618     N    0    0    0
   28:31.168   427792     N    0    0    0
   28:31.852   427963     N    0    0    0
   28:32.548   428137     N    0    0    0
   28:33.248   428312     N    0    0    0
   28:33.944   428486     N    0    0    0
   28:34.652   428663     N    0    0    0
   28:35.372   428843     N    0    0    0
   28:36.092   429023     N    0    0    0
   28:36.800   429200     N    0    0    0
   28:37.504   429376     N    0    0    0
   28:38.220   429555     N    0    0    0
   28:38.932   429733     N    0    0    0
   28:39.628   429907     N    0    0    0
   28:40.332   430083     N    0    0    0
   28:41.008   430252     N    0    0    0
   28:41.664   430416     N    0    0    0
   28:42.320   430580     N    0    0    0
   28:42.988   430747     N    0    0    0
   28:43.644   430911     N    0    0    0
   28:44.308   431077     N    0    0    0
   28:44.988   431247     N    0    0    0
   28:45.660   431415     N    0    0    0
   28:46.328   431582     N    0    0    0
   28:47.004   431751     N    0    0    0
   28:47.676   431919     N    0    0    0
   28:48.336   432084     N    0    0    0
   28:48.976   432244     N    0    0    0
   28:49.632   432408     N    0    0    0
   28:50.268   432567     N    0    0    0
   28:50.908   432727     N    0    0    0
   28:51.536   432884     N    0    0    0
   28:52.188   433047     N    0    0    0
   28:52.812   433203     N    0    0    0
   28:53.448   433362     N    0    0    0
   28:54.120   433530     N    0    0    0
   28:54.784   433696     N    0    0    0
   28:55.472   433868     N    0    0    0
   28:56.172   434043     N    0    0    0
   28:56.880   434220     N    0    0    0
   28:57.604   434401     N    0    0    0
   28:58.320   434580     N    0    0    0
   28:59.052   434763     N    0    0    0
   28:59.468   434867     V    0    0    0
   29:00.500   435125     N    0    0    0
   29:01.228   435307     N    0    0    0
   29:01.932   435483     N    0    0    0
   29:02.644   435661     N    0    0    0
   29:03.356   435839     N    0    0    0
   29:04.032   436008     N    0    0    0
   29:04.720   436180     N    0    0    0
   29:05.544   436386     N    0    0    0
   29:06.260   436565     N    0    0    0
   29:06.964   436741     N    0    0    0
   29:07.816   436954     N    0    0    0
   29:08.572   437143     N    0    0    0
   29:09.332   437333     N    0    0    0
   29:10.060   437515     N    0    0    0
   29:10.936   437734     N    0    0    0
   29:11.684   437921     N    0    0    0
   29:12.424   438106     N    0    0    0
   29:13.160   438290     N    0    0    0
   29:13.888   438472     N    0    0    0
   29:14.612   438653     N    0    0    0
   29:15.328   438832     N    0    0    0
   29:16.088   439022     N    0    0    0
   29:16.804   439201     N    0    0    0
   29:17.536   439384     N    0    0    0
   29:18.252   439563     N    0    0    0
   29:18.964   439741     N    0    0    0
   29:19.680   439920     N    0    0    0
   29:20.364   440091     N    0    0    0
   29:21.048   440262     N    0    0    0
   29:21.440   440360     V    0    0    0
   29:22.404   440601     N    0    0    0
   29:23.080   440770     N    0    0    0
   29:23.732   440933     N    0    0    0
   29:24.388   441097     N    0    0    0
   29:25.024   441256     N    0    0    0
   29:25.660   441415     N    0    0    0
   29:26.300   441575     N    0    0    0
   29:26.940   441735     N    0    0    0
   29:27.576   441894     N    0    0    0
   29:28.204   442051     N    0    0    0
   29:28.832   442208     N    0    0    0
   29:29.460   442365     N    0    0    0
   29:30.100   442525     N    0    0    0
   29:30.736   442684     N    0    0    0
   29:31.368   442842     N    0    0    0
   29:31.996   442999     N    0    0    0
   29:32.428   443107     V    0    0    0
   29:33.252   443313     N    0    0    0
   29:33.876   443469     N    0    0    0
   29:34.504   443626     N    0    0    0
   29:35.120   443780     N    0    0    0
   29:35.732   443933     N    0    0    0
   29:36.336   444084     N    0    0    0
   29:36.944   444236     N    0    0    0
   29:37.548   444387     N    0    0    0
   29:38.168   444542     N    0    0    0
   29:38.792   444698     N    0    0    0
   29:39.436   444859     N    0    0    0
   29:40.064   445016     N    0    0    0
   29:40.720   445180     N    0    0    0
   29:41.360   445340     N    0    0    0
   29:42.012   445503     N    0    0    0
   29:42.664   445666     N    0    0    0
   29:43.308   445827     N    0    0    0
   29:43.960   445990     N    0    0    0
   29:44.596   446149     N    0    0    0
   29:45.240   446310     N    0    0    0
   29:45.876   446469     N    0    0    0
   29:46.520   446630     N    0    0    0
   29:47.164   446791     N    0    0    0
   29:47.808   446952     N    0    0    0
   29:48.444   447111     N    0    0    0
   29:49.080   447270     N    0    0    0
   29:49.732   447433     N    0    0    0
   29:50.380   447595     N    0    0    0
   29:51.032   447758     N    0    0    0
   29:51.684   447921     N    0    0    0
   29:52.340   448085     N    0    0    0
   29:52.992   448248     N    0    0    0
   29:53.636   448409     N    0    0    0
   29:54.044   448511     V    0    0    0
   29:54.948   448737     N    0    0    0
   29:55.592   448898     N    0    0    0
   29:56.244   449061     N    0    0    0
   29:56.896   449224     N    0    0    0
   29:57.556   449389     N    0    0    0
   29:58.208   449552     N    0    0    0
   29:58.872   449718     N    0    0    0
   29:59.556   449889     N    0    0    0
   30:00.232   450058     N    0    0    0
   30:00.912   450228     N    0    0    0
   30:01.604   450401     N    0    0    0
   30:02.288   450572     N    0    0    0
   30:02.976   450744     N    0    0    0
   30:03.360   450840     V    0    0    0
   30:04.400   451100     N    0    0    0
   30:05.104   451276     N    0    0    0
   30:05.816   451454     N    0    0    0
   30:06.520   451630     N    0    0    0
   30:07.220   451805     N    0    0    0
   30:07.912   451978     N    0    0    0
   30:08.608   452152     N    0    0    0
   30:09.296   452324     N    0    0    0
   30:09.964   452491     N    0    0    0
   30:10.640   452660     N    0    0    0
   30:11.300   452825     N    0    0    0
   30:11.956   452989     N    0    0    0
   30:12.620   453155     N    0    0    0
   30:13.288   453322     N    0    0    0
   30:13.952   453488     N    0    0    0
   30:14.612   453653     N    0    0    0
   30:15.288   453822     N    0    0    0
   30:15.960   453990     N    0    0    0
   30:16.632   454158     N    0    0    0
   30:17.296   454324     N    0    0    0
   30:17.988   454497     N    0    0    0
   30:18.660   454665     N    0    0    0
   30:19.324   454831     N    0    0    0
   30:20.012   455003     N    0    0    0
   30:20.688   455172     N    0    0    0
   30:21.360   455340     N    0    0    0
   30:22.040   455510     N    0    0    0
   30:22.720   455680     N    0    0    0
   30:23.404   455851     N    0    0    0
   30:24.076   456019     N    0    0    0
   30:24.736   456184     N    0    0    0
   30:25.404   456351     N    0    0    0
   30:26.068   456517     N    0    0    0
   30:26.740   456685     N    0    0    0
   30:27.408   456852     N    0    0    0
   30:28.080   457020     N    0    0    0
   30:28.744   457186     N    0    0    0
   30:29.412   457353     N    0    0    0
   30:30.080   457520     N    0    0    0
   30:30.756   457689     N    0    0    0
   30:31.436   457859     N    0    0    0
   30:32.100   458025     N    0    0    0
   30:32.572   458143     V    0    0    0
   30:33.452   458363     N    0    0    0
   30:34.116   458529     N    0    0    0
   30:34.788   458697     N    0    0    0
   30:35.444   458861     N    0    0    0
   30:36.100   459025     N    0    0    0
   30:36.740   459185     N    0    0    0
   30:37.408   459352     N    0    0    0
   30:38.044   459511     N    0    0    0
   30:38.704   459676     N    0    0    0
   30:39.356   459839     N    0    0    0
   30:39.988   459997     N    0    0    0
   30:40.616   460154     N    0    0    0
   30:41.228   460307     N    0    0    0
   30:41.852   460463     N    0    0    0
   30:42.480   460620     N    0    0    0
   30:43.120   460780     N    0    0    0
   30:43.756   460939     N    0    0    0
   30:44.384   461096     N    0    0    0
   30:45.012   461253     N    0    0    0
   30:45.640   461410     N    0    0    0
   30:46.272   461568     N    0    0    0
   30:46.912   461728     N    0    0    0
   30:47.548   461887     N    0    0    0
   30:48.196   462049     N    0    0    0
   30:48.836   462209     N    0    0    0
   30:49.480   462370     N    0    0    0
   30:50.128   462532     N    0    0    0
   30:50.768   462692     N    0    0    0
   30:51.404   462851     N    0    0    0
   30:52.040   463010     N    0    0    0
   30:52.676   463169     N    0    0    0
   30:53.312   463328     N    0    0    0
   30:53.940   463485     N    0    0    0
   30:54.592   463648     N    0    0    0
   30:55.236   463809     N    0    0    0
   30:55.880   463970     N    0    0    0
   30:56.524   464131     N    0    0    0
   30:57.172   464293     N    0    0    0
   30:57.820   464455     N    0    0    0
   30:58.464   464616     N    0    0    0
   30:59.120   464780     N    0    0    0
   30:59.772   464943     N    0    0    0
   31:00.432   465108     N    0    0    0
   31:01.076   465269     N    0    0    0
   31:01.736   465434     N    0    0    0
   31:02.380   465595     N    0    0    0
   31:03.032   465758     N    0    0    0
   31:03.696   465924     N    0    0    0
   31:04.364   466091     N    0    0    0
   31:05.024   466256     N    0    0    0
   31:05.688   466422     N    0    0    0
   31:06.364   466591     N    0    0    0
   31:07.036   466759     N    0    0    0
   31:07.704   466926     N    0    0    0
   31:08.376   467094     N    0    0    0
   31:09.032   467258     N    0    0    0
   31:09.696   467424     N    0    0    0
   31:10.356   467589     N    0    0    0
   31:11.028   467757     N    0    0    0
   31:11.688   467922     N    0    0    0
   31:12.344   468086     N    0    0    0
   31:13.008   468252     N    0    0    0
   31:13.664   468416     N    0    0    0
   31:14.336   468584     N    0    0    0
   31:15.008   468752     N    0    0    0
   31:15.684   468921     N    0    0    0
   31:16.348   469087     N    0    0    0
   31:17.016   469254     N    0    0    0
   31:17.688   469422     N    0    0    0
   31:18.376   469594     N    0    0    0
   31:19.060   469765     N    0    0    0
   31:19.744   469936     N    0    0    0
   31:20.428   470107     N    0    0    0
   31:21.100   470275     N    0    0    0
   31:21.764   470441     N    0    0    0
   31:22.444   470611     N    0    0    0
   31:23.112   470778     N    0    0    0
   31:23.784   470946     N    0    0    0
   31:24.460   471115     N    0    0    0
   31:25.132   471283     N    0    0    0
   31:25.824   471456     N    0    0    0
   31:26.520   471630     N    0    0    0
   31:27.224   471806     N    0    0    0
   31:27.916   471979     N    0    0    0
   31:28.608   472152     N    0    0    0
   31:29.304   472326     N    0    0    0
   31:29.988   472497     N    0    0    0
   31:30.688   472672     N    0    0    0
   31:31.416   472854     N    0    0    0
   31:32.140   473035     N    0    0    0
   31:32.848   473212     N    0    0    0
   31:33.548   473387     N    0    0    0
   31:34.252   473563     N    0    0    0
   31:34.960   473740     N    0    0    0
   31:35.336   473834     V    0    0    0
   31:36.332   474083     N    0    0    0
   31:37.020   474255     N    0    0    0
   31:37.708   474427     N    0    0    0
   31:38.412   474603     N    0    0    0
   31:39.112   474778     N    0    0    0
   31:39.804   474951     N    0    0    0
   31:40.496   475124     N    0    0    0
   31:41.200   475300     N    0    0    0
   31:41.888   475472     N    0    0    0
   31:42.576   475644     N    0    0    0
   31:43.276   475819     N    0    0    0
   31:43.960   475990     N    0    0    0
   31:44.644   476161     N    0    0    0
   31:45.336   476334     N    0    0    0
   31:46.040   476510     N    0    0    0
   31:46.752   476688     N    0    0    0
   31:47.476   476869     N    0    0    0
   31:48.200   477050     N    0    0    0
   31:48.924   477231     N    0    0    0
   31:49.648   477412     N    0    0    0
   31:50.392   477598     N    0    0    0
   31:50.780   477695     V    0    0    0
   31:51.868   477967     N    0    0    0
   31:52.612   478153     N    0    0    0
   31:53.336   478334     N    0    0    0
   31:54.048   478512     N    0    0    0
   31:54.764   478691     N    0    0    0
   31:55.468   478867     N    0    0    0
   31:56.156   479039     N    0    0    0
   31:56.848   479212     N    0    0    0
   31:57.548   479387     N    0    0    0
   31:58.260   479565     N    0    0    0
   31:58.988   479747     N    0    0    0
   31:59.740   479935     N    0    0    0
   32:00.476   480119     N    0    0    0
   32:01.212   480303     N    0    0    0
   32:01.980   480495     N    0    0    0
   32:02.740   480685     N    0    0    0
   32:03.512   480878     N    0    0    0
   32:04.300   481075     N    0    0    0
   32:05.068   481267     N    0    0    0
   32:05.820   481455     N    0    0    0
   32:06.564   481641     N    0    0    0
   32:07.284   481821     N    0    0    0
   32:07.996   481999     N    0    0    0
   32:08.692   482173     N    0    0    0
   32:09.368   482342     N    0    0    0
   32:10.024   482506     N    0    0    0
   32:10.728   482682     N    0    0    0
   32:11.408   482852     N    0    0    0
   32:12.080   483020     N    0    0    0
   32:12.744   483186     N    0    0    0
   32:13.428   483357     N    0    0    0
   32:14.136   483534     N    0    0    0
   32:14.848   483712     N    0    0    0
   32:15.560   483890     N    0    0    0
   32:16.260   484065     N    0    0    0
   32:16.968   484242     N    0    0    0
   32:17.656   484414     N    0    0    0
   32:18.052   484513     V    0    0    0
   32:19.064   484766     N    0    0    0
   32:19.744   484936     N    0    0    0
   32:20.416   485104     N    0    0    0
   32:21.084   485271     N    0    0    0
   32:21.748   485437     N    0    0    0
   32:22.388   485597     N    0    0    0
   32:23.032   485758     N    0    0    0
   32:23.652   485913     N    0    0    0
   32:24.272   486068     N    0    0    0
   32:24.896   486224     N    0    0    0
   32:25.508   486377     N    0    0    0
   32:26.136   486534     N    0    0    0
   32:26.776   486694     N    0    0    0
   32:27.424   486856     N    0    0    0
   32:28.052   487013     N    0    0    0
   32:28.700   487175     N    0    0    0
   32:29.340   487335     N    0    0    0
   32:29.984   487496     N    0    0    0
   32:30.372   487593     V    0    0    0
   32:31.280   487820     N    0    0    0
   32:31.932   487983     N    0    0    0
   32:32.572   488143     N    0    0    0
   32:33.200   488300     N    0    0    0
   32:33.844   488461     N    0    0    0
   32:34.480   488620     N    0    0    0
   32:35.112   488778     N    0    0    0
   32:35.768   488942     N    0    0    0
   32:36.412   489103     N    0    0    0
   32:37.028   489257     N    0    0    0
   32:37.684   489421     N    0    0    0
   32:38.328   489582     N    0    0    0
   32:38.960   489740     N    0    0    0
   32:39.600   489900     N    0    0    0
   32:40.236   490059     N    0    0    0
   32:40.872   490218     N    0    0    0
   32:41.520   490380     N    0    0    0
   32:42.160   490540     N    0    0    0
   32:42.800   490700     N    0    0    0
   32:43.448   490862     N    0    0    0
   32:44.088   491022     N    0    0    0
   32:44.728   491182     N    0    0    0
   32:45.372   491343     N    0    0    0
   32:45.996   491499     N    0    0    0
   32:46.652   491663     N    0    0    0
   32:47.280   491820     N    0    0    0
   32:47.904   491976     N    0    0    0
   32:48.540   492135     N    0    0    0
   32:49.168   492292     N    0    0    0
   32:49.804   492451     N    0    0    0
   32:50.448   492612     N    0    0    0
   32:51.076   492769     N    0    0    0
   32:51.716   492929     N    0    0    0
   32:52.356   493089     N    0    0    0
   32:52.992   493248     N    0    0    0
   32:53.640   493410     N    0    0    0
   32:54.292   493573     N    0    0    0
   32:54.944   493736     N    0    0    0
   32:55.316   493829     V    0    0    0
   32:56.288   494072     N    0    0    0
   32:56.944   494236     N    0    0    0
   32:57.600   494400     N    0    0    0
   32:58.248   494562     N    0    0    0
   32:58.904   494726     N    0    0    0
   32:59.556   494889     N    0    0    0
   33:00.208   495052     N    0    0    0
   33:00.848   495212     N    0    0    0
   33:01.500   495375     N    0    0    0
   33:02.160   495540     N    0    0    0
   33:02.820   495705     N    0    0    0
   33:03.472   495868     N    0    0    0
   33:04.136   496034     N    0    0    0
   33:04.796   496199     N    0    0    0
   33:05.464   496366     N    0    0    0
   33:06.120   496530     N    0    0    0
   33:06.796   496699     N    0    0    0
   33:07.472   496868     N    0    0    0
   33:08.140   497035     N    0    0    0
   33:08.820   497205     N    0    0    0
   33:09.500   497375     N    0    0    0
   33:10.184   497546     N    0    0    0
   33:10.872   497718     N    0    0    0
   33:11.568   497892     N    0    0    0
   33:11.948   497987     V    0    0    0
   33:12.960   498240     N    0    0    0
   33:13.656   498414     N    0    0    0
   33:14.360   498590     N    0    0    0
   33:15.028   498757     N    0    0    0
   33:15.756   498939     N    0    0    0
   33:16.432   499108     N    0    0    0
   33:17.108   499277     N    0    0    0
   33:17.768   499442     N    0    0    0
   33:18.380   499595     N    0    0    0
   33:19.072   499768     N    0    0    0
   33:19.744   499936     N    0    0    0
   33:20.412   500103     N    0    0    0
   33:21.084   500271     N    0    0    0
   33:21.748   500437     N    0    0    0
   33:22.404   500601     N    0    0    0
   33:22.812   500703     V    0    0    0
   33:23.764   500941     N    0    0    0
   33:24.400   501100     N    0    0    0
   33:25.084   501271     N    0    0    0
   33:25.760   501440     N    0    0    0
   33:26.420   501605     N    0    0    0
   33:27.084   501771     N    0    0    0
   33:27.748   501937     N    0    0    0
   33:28.440   502110     N    0    0    0
   33:29.116   502279     N    0    0    0
   33:29.776   502444     N    0    0    0
   33:30.440   502610     N    0    0    0
   33:31.108   502777     N    0    0    0
   33:31.764   502941     N    0    0    0
   33:32.444   503111     N    0    0    0
   33:33.120   503280     N    0    0    0
   33:33.808   503452     N    0    0    0
   33:34.496   503624     N    0    0    0
   33:35.152   503788     N    0    0    0
   33:35.824   503956     N    0    0    0
   33:36.480   504120     N    0    0    0
   33:37.164   504291     N    0    0    0
   33:37.852   504463     N    0    0    0
   33:38.520   504630     N    0    0    0
   33:39.200   504800     N    0    0    0
   33:39.856   504964     N    0    0    0
   33:40.520   505130     N    0    0    0
   33:41.184   505296     N    0    0    0
   33:41.844   505461     N    0    0    0
   33:42.516   505629     N    0    0    0
   33:43.172   505793     N    0    0    0
   33:43.840   505960     N    0    0    0
   33:44.492   506123     N    0    0    0
   33:45.120   506280     N    0    0    0
   33:45.764   506441     N    0    0    0
   33:46.396   506599     N    0    0    0
   33:47.040   506760     N    0    0    0
   33:47.440   506860     V    0    0    0
   33:48.336   507084     N    0    0    0
   33:48.976   507244     N    0    0    0
   33:49.616   507404     N    0    0    0
   33:50.252   507563     N    0    0    0
   33:50.892   507723     N    0    0    0
   33:51.536   507884     N    0    0    0
   33:52.180   508045     N    0    0    0
   33:52.852   508213     N    0    0    0
   33:53.528   508382     N    0    0    0
   33:54.208   508552     N    0    0    0
   33:54.904   508726     N    0    0    0
   33:55.600   508900     N    0    0    0
   33:56.292   509073     N    0    0    0
   33:56.980   509245     N    0    0    0
   33:57.684   509421     N    0    0    0
   33:58.396   509599     N    0    0    0
   33:59.112   509778     N    0    0    0
   33:59.848   509962     N    0    0    0
   34:00.596   510149     N    0    0    0
   34:01.336   510334     N    0    0    0
   34:02.092   510523     N    0    0    0
   34:02.548   510637     V    0    0    0
   34:03.580   510895     N    0    0    0
   34:04.312   511078     N    0    0    0
   34:05.016   511254     N    0    0    0
   34:05.716   511429     N    0    0    0
   34:06.400   511600     N    0    0    0
   34:07.060   511765     N    0    0    0
   34:07.716   511929     N    0    0    0
   34:08.352   512088     N    0    0    0
   34:08.988   512247     N    0    0    0
   34:09.620   512405     N    0    0    0
   34:10.260   512565     N    0    0    0
   34:10.888   512722     N    0    0    0
   34:11.524   512881     N    0    0    0
   34:12.160   513040     N    0    0    0
   34:12.800   513200     N    0    0    0
   34:13.460   513365     N    0    0    0
   34:14.108   513527     N    0    0    0
   34:14.740   513685     N    0    0    0
   34:15.384   513846     N    0    0    0
   34:16.024   514006     N    0    0    0
   34:16.664   514166     N    0    0    0
   34:17.296   514324     N    0    0    0
   34:17.920   514480     N    0    0    0
   34:18.568   514642     N    0    0    0
   34:19.204   514801     N    0    0    0
   34:19.840   514960     N    0    0    0
   34:20.496   515124     N    0    0    0
   34:21.156   515289     N    0    0    0
   34:21.556   515389     V    0    0    0
   34:22.508   515627     N    0    0    0
   34:23.200   515800     N    0    0    0
   34:23.900   515975     N    0    0    0
   34:24.572   516143     N    0    0    0
   34:25.260   516315     N    0    0    0
   34:25.940   516485     N    0    0    0
   34:26.628   516657     N    0    0    0
   34:27.312   516828     N    0    0    0
   34:28.004   517001     N    0    0    0
   34:28.692   517173     N    0    0    0
   34:29.372   517343     N    0    0    0
   34:30.060   517515     N    0    0    0
   34:30.744   517686     N    0    0    0
   34:31.428   517857     N    0    0    0
   34:32.108   518027     N    0    0    0
   34:32.788   518197     N    0    0    0
   34:33.468   518367     N    0    0    0
   34:34.136   518534     N    0    0    0
   34:34.820   518705     N    0    0    0
   34:35.484   518871     N    0    0    0
   34:36.152   519038     N    0    0    0
   34:36.828   519207     N    0    0    0
   34:37.536   519384     N    0    0    0
   34:38.244   519561     N    0    0    0
   34:38.600   519650     V    0    0    0
   34:39.656   519914     N    0    0    0
   34:40.360   520090     N    0    0    0
   34:41.048   520262     N    0    0    0
   34:41.756   520439     N    0    0    0
   34:42.436   520609     N    0    0    0
   34:43.108   520777     N    0    0    0
   34:43.808   520952     N    0    0    0
   34:44.488   521122     N    0    0    0
   34:45.152   521288     N    0    0    0
   34:45.824   521456     N    0    0    0
   34:46.496   521624     N    0    0    0
   34:47.172   521793     N    0    0    0
   34:47.848   521962     N    0    0    0
   34:48.540   522135     N    0    0    0
   34:49.208   522302     N    0    0    0
   34:49.896   522474     N    0    0    0
   34:50.612   522653     N    0    0    0
   34:51.328   522832     N    0    0    0
   34:52.080   523020     N    0    0    0
   34:52.816   523204     N    0    0    0
   34:53.552   523388     N    0    0    0
   34:54.284   523571     N    0    0    0
   34:55.060   523765     N    0    0    0
   34:55.824   523956     N    0    0    0
   34:56.592   524148     N    0    0    0
   34:57.320   524330     N    0    0    0
   34:58.088   524522     N    0    0    0
   34:58.844   524711     N    0    0    0
   34:59.564   524891     N    0    0    0
